uuid,group,1,2,3_1,3_2,3_3,4,
59305ab345e6163b450c919e,B,6,C,1,1,3,1
5930c35445e6163b450c919f,A,6,Java,7,4,2,3
5931e52245e6163b450c91a2,B,3,Java,3,1,2,2
59321b5945e6163b450c91a3,A,7,Javascript,4,6,9,8
5932d51945e6163b450c91a7,B,8,JavaScript,3,5,10,6
5932f31345e6163b450c91a9,A,6,Javascript,3,2,8,2
593457df45e6163b450c91aa,B,7,JavaScript,2,6,9,8
59353bac45e6163b450c91ad,A,9,Java,9,7,8,6
593677a845e6163b450c91b0,A,9,C++,9,4,3,8
59367d0a45e6163b450c91b1,A,8,C++,3,7,1,6
5936909545e6163b450c91b2,B,8,C++,4,1,2,8
5936942645e6163b450c91b3,B,7,Java,8,4,5,6
5936b8cb45e6163b450c91b6,A,9,Java,10,7,9,8
5936c3bd45e6163b450c91b7,B,7,Java,8,4,3,4
5936dc8d45e6163b450c91b8,A,6,C,8,4,2,2
5936ead845e6163b450c91b9,B,3,Python,1,3,1,2
5937649a45e6163b450c91bc,A,8,Java,7,3,5,8
5937eb5145e6163b450c91bf,B,6,C#,4,1,5,3
5938039e45e6163b450c91c0,A,8,c++,5,5,6,7
5938092a45e6163b450c91c1,B,8,Java,10,8,5,7
59393d5845e6163b450c91c3,A,7,C#,5,6,8,5
59397d0145e6163b450c91c4,B,10,Python,6,10,7,8
59399f3b45e6163b450c91c5,A,10,ruby,6,6,7,8
5939a06f45e6163b450c91c6,A,8,C Programming Language,2,7,2,7
5939d33a45e6163b450c91c7,B,7,C++ Python Javascript,5,7,7,3
593ab3954c20e16089b7a31c,B,4,R python,5,7,2,5
593acddd4c20e16089b7a31e,A,3,C,1,2,3,2
593adbec4c20e16089b7a31f,B,9,python,5,9,8,4
593bdec64c20e16089b7a322,A,4,Java Python JavaScript,3,2,2,2
5940031d4c20e16089b7a325,B,7,C++,5,1,4,4
5940094e4c20e16089b7a326,A,7,Python,6,8,1,8
5942b93e4c20e16089b7a328,B,9,UML,9,9,9,8
5943f7924c20e16089b7a329,A,4,Javascript,1,2,5,2
5948034d4c20e16089b7a32a,B,7,Python,1,7,3,8
5948f34d4c20e16089b7a32b,A,4,R,1,3,2,2
5aa655bb934e6e5e2cac8393,D,5,Java,4,2,3,2
5aa65f44934e6e5e2cac8395,C,8,Python,4,3,1,6
5aa6608b934e6e5e2cac8397,C,5,Python,1,4,2,5
5aa66158934e6e5e2cac8398,C,7,Java/C,4,2,1,3
5aa66473934e6e5e2cac839b,D,9,Java,4,1,2,4
5aa66493934e6e5e2cac839c,D,8,Python,2,5,1,8
5aa66542934e6e5e2cac839d,D,5,javascript,2,2,3,3
5aa66b6d934e6e5e2cac83a0,C,7,pythin,1,5,3,8
5aa6743a934e6e5e2cac83a3,D,9,java,5,2,3,8
5aa67715934e6e5e2cac83a4,D,8,C,2,3,4,8
5aa67975934e6e5e2cac83a5,C,8,Java,4,4,2,4
5aa686e5934e6e5e2cac83a6,C,8,c,2,1,1,8
5aa68dc0934e6e5e2cac83a7,C,6,Javascript,2,1,4,3
5aa69058934e6e5e2cac83a9,C,7,C++,4,2,2,5
5aa6a531934e6e5e2cac83aa,D,9,Python Java C++,5,4,1,8
5aa6dfd5934e6e5e2cac83ae,D,10,C JavaScript Python,4,4,4,5
5aa7b4bf934e6e5e2cac83b1,C,8,Python,3,4,2,6
5aa7fbc8934e6e5e2cac83b5,D,7,Python,3,3,1,7
5aa7fbe2934e6e5e2cac83b6,D,3,Java,3,3,2,2
5aa7fc91934e6e5e2cac83b7,C,5,Java,3,2,1,3
5aa8003e934e6e5e2cac83ba,D,2,python,2,3,1,9
5aa85a28934e6e5e2cac83bb,C,3,java,3,1,1,4
5aa8fa5e934e6e5e2cac83bc,D,4,C,1,1,3,2
5aa9113d934e6e5e2cac83bd,C,4,C,3,1,2,2
5aa93f42934e6e5e2cac83be,D,5,C,1,1,2,2
5aaadfe8934e6e5e2cac83c1,C,5,C++,4,2,2,4
5aabf1c8934e6e5e2cac83c4,D,7,Java / C,3,3,3,6
5aabf43c934e6e5e2cac83c8,D,6,c,1,3,1,1
5aabf482934e6e5e2cac83c9,D,9,C,4,3,3,8
5aabf511934e6e5e2cac83ca,C,5,Swift,3,2,1,4
5aabfd18934e6e5e2cac83cd,C,7,Java,4,2,1,5
5aac00e6934e6e5e2cac83ce,C,6,C,4,2,3,3
5aac3685934e6e5e2cac83d0,D,7,Java,4,2,2,4
5aac3ae8934e6e5e2cac83d1,C,6,Python,3,3,2,4
5aac5adc934e6e5e2cac83d2,D,5,JavaScript,1,1,4,6
5aad2122934e6e5e2cac83d5,C,5,Java,3,1,1,2
5aad496b934e6e5e2cac83d6,D,5,C#,3,1,2,4
5aad6b92934e6e5e2cac83d7,C,7,Java,4,2,1,4
5aae30f6934e6e5e2cac83d8,D,8,java C# python,4,4,2,4
5ab0d4b6934e6e5e2cac83db,C,7,JavaScript,1,2,5,6
5ab0d4c3934e6e5e2cac83dc,C,8,R,1,2,3,6
5ab0dba8934e6e5e2cac83de,D,4,JavaScript,3,1,2,3
5ab0e8f2934e6e5e2cac83df,D,8,Python Java,4,4,3,3
5ab0facd934e6e5e2cac83e1,C,4,Java Script  Java,3,3,4,5
5ab100f2934e6e5e2cac83e3,D,10,c,3,1,3,8
5ab10c8f934e6e5e2cac83e5,C,7,C or Java,4,2,2,4
5ab11b12934e6e5e2cac83e8,D,8,Whatever the project is already using.,5,3,3,7
5ab11db2934e6e5e2cac83e9,D,6,Java,4,3,2,5
5ab1249c934e6e5e2cac83eb,C,8,C#,3,1,2,8
5ab17488934e6e5e2cac83f4,D,9,Python,2,4,5,7
5ab1a5f2934e6e5e2cac83f5,C,6,Python or Scala depending on needs.,4,4,3,4
5ab22fc1934e6e5e2cac83f9,D,7,C,2,1,3,3
5ab259e1934e6e5e2cac83fa,C,10,JavaScript,4,2,5,8
5ab398c8934e6e5e2cac83fb,D,8,C#,2,3,5,5
5ab3db83934e6e5e2cac83fc,C,8,Java,4,2,1,5
5ab3dbfb934e6e5e2cac83fd,C,7,C,4,2,1,4
5ab4cfef934e6e5e2cac8400,D,8,Java,5,3,4,6
